subsetSlug,subsetLabel,syntheticId,drawIndex,generatingModel,true_propVar_mouse,true_propVar_trackpad,true_visVarSlope,true_retention,true_lr,true_raw_propVar_mouse,true_raw_propVar_trackpad,true_raw_visVarSlope,true_raw_retention,true_raw_lr,true_raw_visVarInt,true_visVarInt,true_raw_motorVar_mouse,true_motorVar_mouse,true_raw_motorVar_trackpad,true_motorVar_trackpad,true_senseVar_mouse,true_senseVar_trackpad,true_c,true_raw_senseVar_mouse,true_raw_senseVar_trackpad,true_raw_c
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0019,19,MeanTimeseriesBaseBCC,598.9739587413036,323.17016501063773,0.27629026918966926,0.9542390093807874,0.30485012607839806,598.9739587413036,323.17016501063773,0.27629026918966926,0.9542390093807874,0.30485012607839806,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0000,0,MeanTimeseriesCausalInf,,,,0.9910311762180227,0.9916407195841755,,,,0.9910311762180227,0.9916407195841755,,,,,,,4889.2469828410685,2422.794171107644,0.07974736054492076,4889.2469828410685,2422.794171107644,0.07974736054492076
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0001,1,MeanTimeseriesCausalInf,,,,0.9546290076384564,0.939802457976732,,,,0.9546290076384564,0.939802457976732,,,,,,,5067.115112151723,1173.7612390044276,0.32457342454753907,5067.115112151723,1173.7612390044276,0.32457342454753907
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0002,2,MeanTimeseriesCausalInf,,,,0.957689111433381,0.9048901965969024,,,,0.957689111433381,0.9048901965969024,,,,,,,4532.160700593487,728.6112538121325,0.12939677513585718,4532.160700593487,728.6112538121325,0.12939677513585718
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0003,3,MeanTimeseriesCausalInf,,,,0.9628024097858278,0.9848329844317253,,,,0.9628024097858278,0.9848329844317253,,,,,,,5057.025408977177,408.2551384574068,0.6787796396675291,5057.025408977177,408.2551384574068,0.6787796396675291
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0004,4,MeanTimeseriesCausalInf,,,,0.9930186455557763,0.8188847764145178,,,,0.9930186455557763,0.8188847764145178,,,,,,,5217.388187826753,851.3315599536168,0.09546101053997298,5217.388187826753,851.3315599536168,0.09546101053997298
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0005,5,MeanTimeseriesCausalInf,,,,0.9497804162412244,0.8866239453357985,,,,0.9497804162412244,0.8866239453357985,,,,,,,2590.6377489611805,651.4666125291495,0.46593819408475723,2590.6377489611805,651.4666125291495,0.46593819408475723
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0006,6,MeanTimeseriesCausalInf,,,,0.9773659303177027,0.9631403839871429,,,,0.9773659303177027,0.9631403839871429,,,,,,,749.1903336058615,3878.180926208,0.19840295836878388,749.1903336058615,3878.180926208,0.19840295836878388
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0007,7,MeanTimeseriesCausalInf,,,,0.9651010586578115,0.8554041585882033,,,,0.9651010586578115,0.8554041585882033,,,,,,,3195.9798508445588,3576.1492937843286,0.09565558774941292,3195.9798508445588,3576.1492937843286,0.09565558774941292
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0008,8,MeanTimeseriesCausalInf,,,,0.9585817459503939,0.8891430903107945,,,,0.9585817459503939,0.8891430903107945,,,,,,,1889.526477346167,540.9853667904873,0.31109225644645205,1889.526477346167,540.9853667904873,0.31109225644645205
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0009,9,MeanTimeseriesCausalInf,,,,0.9662146883260674,0.9581637900588834,,,,0.9662146883260674,0.9581637900588834,,,,,,,582.5291783492144,433.9144909891568,0.3214712252546346,582.5291783492144,433.9144909891568,0.3214712252546346
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0010,10,MeanTimeseriesCausalInf,,,,0.9717345033940594,0.8803244363187007,,,,0.9717345033940594,0.8803244363187007,,,,,,,602.2598367406645,473.13862977872674,0.2550420097090933,602.2598367406645,473.13862977872674,0.2550420097090933
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0011,11,MeanTimeseriesCausalInf,,,,0.9505264796740565,0.8719569649212126,,,,0.9505264796740565,0.8719569649212126,,,,,,,8554.908731283824,454.4261374827012,0.1534372949288723,8554.908731283824,454.4261374827012,0.1534372949288723
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0012,12,MeanTimeseriesCausalInf,,,,0.9877984581398811,0.9792572416704862,,,,0.9877984581398811,0.9792572416704862,,,,,,,2816.225572908377,378.1793723804146,0.11599185242176183,2816.225572908377,378.1793723804146,0.11599185242176183
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0013,13,MeanTimeseriesCausalInf,,,,0.9645733863875375,0.9785275535596226,,,,0.9645733863875375,0.9785275535596226,,,,,,,582.168422567603,1241.1669090005662,0.14040034843394916,582.168422567603,1241.1669090005662,0.14040034843394916
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0014,14,MeanTimeseriesCausalInf,,,,0.9915475548182815,0.9149238587663303,,,,0.9915475548182815,0.9149238587663303,,,,,,,4765.266791412261,2276.8252218747684,0.12005764079419759,4765.266791412261,2276.8252218747684,0.12005764079419759
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0015,15,MeanTimeseriesCausalInf,,,,0.9720421504251568,0.8448308335821064,,,,0.9720421504251568,0.8448308335821064,,,,,,,6873.758949323932,2186.2196242732234,0.10969280473904362,6873.758949323932,2186.2196242732234,0.10969280473904362
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0016,16,MeanTimeseriesCausalInf,,,,0.9871427576910805,0.9443540472487475,,,,0.9871427576910805,0.9443540472487475,,,,,,,1951.8896963134139,795.0268853694732,0.6911228095215061,1951.8896963134139,795.0268853694732,0.6911228095215061
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0017,17,MeanTimeseriesCausalInf,,,,0.9597081795107666,0.8088651714625199,,,,0.9597081795107666,0.8088651714625199,,,,,,,1489.856381223905,972.8837613332729,0.07020033989970127,1489.856381223905,972.8837613332729,0.07020033989970127
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0018,18,MeanTimeseriesCausalInf,,,,0.9838107650656728,0.8398770632719164,,,,0.9838107650656728,0.8398770632719164,,,,,,,3124.5263820048563,3595.6338757781,0.24004703117244133,3124.5263820048563,3595.6338757781,0.24004703117244133
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0019,19,MeanTimeseriesCausalInf,,,,0.960144029883166,0.9692029331249719,,,,0.960144029883166,0.9692029331249719,,,,,,,1674.817548900606,3038.210902461549,0.06052598930112135,1674.817548900606,3038.210902461549,0.06052598930112135
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0000,0,MeanTimeseriesVectorBCC,117.39158906269545,33.03644694875382,0.08305933504199169,0.977177930671538,0.1337127192856626,117.39158906269545,33.03644694875382,0.08305933504199169,0.977177930671538,0.1337127192856626,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0001,1,MeanTimeseriesVectorBCC,230.28305610381747,424.06421499644347,0.010642652136096945,0.9659003983153875,0.10557437127401108,230.28305610381747,424.06421499644347,0.010642652136096945,0.9659003983153875,0.10557437127401108,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0002,2,MeanTimeseriesVectorBCC,386.8950976469008,127.78561513996316,0.16095019255734336,0.9541946719216047,0.0955006834784729,386.8950976469008,127.78561513996316,0.16095019255734336,0.9541946719216047,0.0955006834784729,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0003,3,MeanTimeseriesVectorBCC,145.60092951466711,177.5930583788578,0.28780703907215177,0.956234231012419,0.06038121102465995,145.60092951466711,177.5930583788578,0.28780703907215177,0.956234231012419,0.06038121102465995,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0004,4,MeanTimeseriesVectorBCC,271.6109699675199,59.40164558003607,0.029032246759338434,0.9997813518721838,0.2427734895959717,271.6109699675199,59.40164558003607,0.029032246759338434,0.9997813518721838,0.2427734895959717,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0005,5,MeanTimeseriesVectorBCC,214.10607581825695,108.35871528485526,0.0036927803258633525,0.9553759733932415,0.19700927315887193,214.10607581825695,108.35871528485526,0.0036927803258633525,0.9553759733932415,0.19700927315887193,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0006,6,MeanTimeseriesVectorBCC,484.9311816268068,57.89717976044777,0.19171872752433172,0.9571260004284875,0.026430093267670093,484.9311816268068,57.89717976044777,0.19171872752433172,0.9571260004284875,0.026430093267670093,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0007,7,MeanTimeseriesVectorBCC,140.6237988626475,98.86294619967093,0.003315868722132736,0.9830987392431169,0.041908166363040365,140.6237988626475,98.86294619967093,0.003315868722132736,0.9830987392431169,0.041908166363040365,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0008,8,MeanTimeseriesVectorBCC,788.8504190617024,80.70794020540636,0.061395587921018596,0.9845286169572861,0.09801596406503205,788.8504190617024,80.70794020540636,0.061395587921018596,0.9845286169572861,0.09801596406503205,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0009,9,MeanTimeseriesVectorBCC,374.44600013609596,50.82472258364333,0.3301659286714145,0.9675898838614332,0.20068222470178493,374.44600013609596,50.82472258364333,0.3301659286714145,0.9675898838614332,0.20068222470178493,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0010,10,MeanTimeseriesVectorBCC,772.1496124262399,249.7406140321858,0.2436022785913911,0.9875450069527834,0.09600682382622645,772.1496124262399,249.7406140321858,0.2436022785913911,0.9875450069527834,0.09600682382622645,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0011,11,MeanTimeseriesVectorBCC,282.05254269852094,211.35734430516735,0.3297014588609538,0.9618872023906868,0.2569250057752055,282.05254269852094,211.35734430516735,0.3297014588609538,0.9618872023906868,0.2569250057752055,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0012,12,MeanTimeseriesVectorBCC,724.7371471979633,102.18640500872124,0.3773146238841374,0.9767231926343104,0.09289017972016327,724.7371471979633,102.18640500872124,0.3773146238841374,0.9767231926343104,0.09289017972016327,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0013,13,MeanTimeseriesVectorBCC,251.1632573054833,33.228369227782416,0.3338068233744988,0.9657339089834872,0.17274543950282073,251.1632573054833,33.228369227782416,0.3338068233744988,0.9657339089834872,0.17274543950282073,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0014,14,MeanTimeseriesVectorBCC,877.3093300628832,142.9619916329837,0.009109925775373489,0.9583562136061808,0.26648586245473876,877.3093300628832,142.9619916329837,0.009109925775373489,0.9583562136061808,0.26648586245473876,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0015,15,MeanTimeseriesVectorBCC,447.6397629618885,275.8632859859144,0.06778962542692392,0.991728519178109,0.2570617769247384,447.6397629618885,275.8632859859144,0.06778962542692392,0.991728519178109,0.2570617769247384,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0016,16,MeanTimeseriesVectorBCC,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0017,17,MeanTimeseriesVectorBCC,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0018,18,MeanTimeseriesVectorBCC,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0019,19,MeanTimeseriesVectorBCC,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,,,,,,
