selectedModel,parameterization,negLogLik,rmse,elapsedSeconds,nRows,nParams,AIC,BIC,recovered_propVar_mouse,recovered_propVar_trackpad,recovered_visVarSlope,recovered_retention,recovered_lr,recovered_raw_propVar_mouse,recovered_raw_propVar_trackpad,recovered_raw_visVarSlope,recovered_raw_retention,recovered_raw_lr,recovered_raw_visVarInt,recovered_visVarInt,recovered_raw_motorVar_mouse,recovered_motorVar_mouse,recovered_raw_motorVar_trackpad,recovered_motorVar_trackpad,subsetSlug,subsetLabel,syntheticId,drawIndex,generatingModel,true_propVar_mouse,true_propVar_trackpad,true_visVarSlope,true_retention,true_lr,true_raw_propVar_mouse,true_raw_propVar_trackpad,true_raw_visVarSlope,true_raw_retention,true_raw_lr,true_raw_visVarInt,true_visVarInt,true_raw_motorVar_mouse,true_motorVar_mouse,true_raw_motorVar_trackpad,true_motorVar_trackpad,fitSeed,recovered_senseVar_mouse,recovered_senseVar_trackpad,recovered_c,recovered_raw_senseVar_mouse,recovered_raw_senseVar_trackpad,recovered_raw_c,true_senseVar_mouse,true_senseVar_trackpad,true_c,true_raw_senseVar_mouse,true_raw_senseVar_trackpad,true_raw_c
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,65920.37821471613,7.004382934079235,155.3771887000039,20800,5,131850.75642943225,131890.4699707607,376.571985599028,197.90323611336987,0.5804256340830376,0.9816445046883409,0.22469611492171568,376.571985599028,197.90323611336987,0.5804256340830376,0.9816445046883409,0.22469611492171568,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0010,10,MeanTimeseriesBaseBCC,329.8350007507898,172.57129708358505,0.5560000524640842,0.9826112704785642,0.22348532409975483,329.8350007507898,172.57129708358505,0.5560000524640842,0.9826112704785642,0.22348532409975483,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,631795008,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,65904.57522021995,7.044576079675754,152.11744530001306,20800,5,131819.1504404399,131858.86398176834,999.9999999987583,597.600541992113,0.49460628502145576,0.9505564887817861,0.04290629928320768,999.9999999987583,597.600541992113,0.49460628502145576,0.9505564887817861,0.04290629928320768,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0011,11,MeanTimeseriesBaseBCC,737.879971501022,383.77224638217393,0.4687267798443864,0.9553696089418986,0.036298408876117426,737.879971501022,383.77224638217393,0.4687267798443864,0.9553696089418986,0.036298408876117426,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,146100526,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,66056.44987538506,7.094453373241468,196.17864250000275,20800,5,132122.89975077013,132162.61329209857,632.044969795001,391.32390522176473,0.4675220039257993,0.987989381686224,0.19891844257558486,632.044969795001,391.32390522176473,0.4675220039257993,0.987989381686224,0.19891844257558486,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0012,12,MeanTimeseriesBaseBCC,631.4786764727838,392.1358501570256,0.46732474405570446,0.9878073049387244,0.20115891137589242,631.4786764727838,392.1358501570256,0.46732474405570446,0.9878073049387244,0.20115891137589242,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,2032858404,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,65908.73623243463,7.025119493120549,163.12531370000215,20800,5,131827.47246486926,131867.1860061977,581.0281987433038,498.4863914978246,0.3663153842053853,0.9484241356234238,0.14145837852288118,581.0281987433038,498.4863914978246,0.3663153842053853,0.9484241356234238,0.14145837852288118,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0013,13,MeanTimeseriesBaseBCC,538.5524647496053,458.31769375957765,0.3628103406882738,0.9497153823508865,0.13840752634610087,538.5524647496053,458.31769375957765,0.3628103406882738,0.9497153823508865,0.13840752634610087,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1164434516,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,65986.77433020713,7.111376225020145,117.31897510000272,20800,5,131983.54866041426,132023.2622017427,461.68131633985394,749.5681158180494,0.5853591822827187,0.9547726263895355,0.019614479615913002,461.68131633985394,749.5681158180494,0.5853591822827187,0.9547726263895355,0.019614479615913002,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0014,14,MeanTimeseriesBaseBCC,336.6145273023449,351.0277435274182,0.5825915307704954,0.9602540560244709,0.018478578755958666,336.6145273023449,351.0277435274182,0.5825915307704954,0.9602540560244709,0.018478578755958666,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1859870105,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,65861.33388703219,7.043506275268207,151.3344158999971,20800,5,131732.66777406438,131772.38131539282,362.0768213972013,277.9045042824006,0.4995529308459603,0.9772676773093784,0.24350130581449755,362.0768213972013,277.9045042824006,0.4995529308459603,0.9772676773093784,0.24350130581449755,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0015,15,MeanTimeseriesBaseBCC,369.27507265694766,286.4125600738264,0.505996907353987,0.9770172526436868,0.24843770255965186,369.27507265694766,286.4125600738264,0.505996907353987,0.9770172526436868,0.24843770255965186,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1258027973,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,66080.02576475413,7.104104514649974,124.85870599999907,20800,5,132170.05152950826,132209.7650708367,896.1359521161534,84.46202128641065,0.4706844253055793,0.9661005804648356,0.0055633644126634706,896.1359521161534,84.46202128641065,0.4706844253055793,0.9661005804648356,0.0055633644126634706,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0016,16,MeanTimeseriesBaseBCC,627.9088626912356,349.69955054468994,0.5668384553296428,0.9567795924152972,0.007199016900819312,627.9088626912356,349.69955054468994,0.5668384553296428,0.9567795924152972,0.007199016900819312,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,184644461,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,66031.75915725248,7.085489268921016,176.7447705999948,20800,5,132073.51831450497,132113.2318558334,330.4349687908299,946.9424223903859,0.4390258835808781,0.9558640343477615,0.15586791066405842,330.4349687908299,946.9424223903859,0.4390258835808781,0.9558640343477615,0.15586791066405842,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0017,17,MeanTimeseriesBaseBCC,283.23976341053526,611.7587676142333,0.42598119356378383,0.9564837969505816,0.15879446363518,283.23976341053526,611.7587676142333,0.42598119356378383,0.9564837969505816,0.15879446363518,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1563065988,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,65984.20671348526,7.085169439370201,151.70058699999936,20800,5,131978.4134269705,132018.12696829895,256.5298982358023,420.9073665900737,0.400138165828278,0.9684176952082258,0.09440662954625148,256.5298982358023,420.9073665900737,0.400138165828278,0.9684176952082258,0.09440662954625148,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0018,18,MeanTimeseriesBaseBCC,308.7742190039511,584.2036725447655,0.4196928116928412,0.9678851798054086,0.09555762755647618,308.7742190039511,584.2036725447655,0.4196928116928412,0.9678851798054086,0.09555762755647618,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1708008663,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,66065.00798367862,7.113491692945052,232.06401239999104,20800,5,132140.01596735723,132179.72950868568,613.1741060205384,328.9557264828532,0.27724159603519494,0.9536577851305059,0.3068195087812539,613.1741060205384,328.9557264828532,0.27724159603519494,0.9536577851305059,0.3068195087812539,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesBaseBCC_0019,19,MeanTimeseriesBaseBCC,598.9739587413036,323.17016501063773,0.27629026918966926,0.9542390093807874,0.30485012607839806,598.9739587413036,323.17016501063773,0.27629026918966926,0.9542390093807874,0.30485012607839806,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,580698179,,,,,,,,,,,,
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,2749308.9137716955,90.3911885557205,364.76270639998256,20800,5,5498627.827543391,5498667.54108472,,,,0.9417466722860732,0.025856288319186693,,,,0.9417466722860732,0.025856288319186693,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0000,0,MeanTimeseriesCausalInf,,,,0.9910311762180227,0.9916407195841755,,,,0.9910311762180227,0.9916407195841755,,,,,,,1549868610,5977.570740757536,1633.1957751452378,3.573168609344659e-05,5977.570740757536,1633.1957751452378,3.573168609344659e-05,4889.2469828410685,2422.794171107644,0.07974736054492076,4889.2469828410685,2422.794171107644,0.07974736054492076
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,66035.06869904627,7.081138339281324,397.33440980000887,20800,5,132080.13739809254,132119.85093942098,,,,0.95520145250444,1.0,,,,0.95520145250444,1.0,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0001,1,MeanTimeseriesCausalInf,,,,0.9546290076384564,0.939802457976732,,,,0.9546290076384564,0.939802457976732,,,,,,,169740371,5041.175825927886,1197.2823305015922,0.3486539945347724,5041.175825927886,1197.2823305015922,0.3486539945347724,5067.115112151723,1173.7612390044276,0.32457342454753907,5067.115112151723,1173.7612390044276,0.32457342454753907
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,65962.16077626498,6.993531739277757,335.5464734999987,20800,5,131934.32155252996,131974.0350938584,,,,0.9573705067410986,0.96683108273021,,,,0.9573705067410986,0.96683108273021,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0002,2,MeanTimeseriesCausalInf,,,,0.957689111433381,0.9048901965969024,,,,0.957689111433381,0.9048901965969024,,,,,,,1202137228,4535.596415590556,729.2227924225548,0.13773610576878945,4535.596415590556,729.2227924225548,0.13773610576878945,4532.160700593487,728.6112538121325,0.12939677513585718,4532.160700593487,728.6112538121325,0.12939677513585718
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,66076.81425055144,7.068766393971967,369.8947232000064,20800,5,132163.62850110288,132203.34204243132,,,,0.9648804938774237,0.7964639103580543,,,,0.9648804938774237,0.7964639103580543,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0003,3,MeanTimeseriesCausalInf,,,,0.9628024097858278,0.9848329844317253,,,,0.9628024097858278,0.9848329844317253,,,,,,,1241282700,5102.441230279933,430.04279017969395,0.5858443561191542,5102.441230279933,430.04279017969395,0.5858443561191542,5057.025408977177,408.2551384574068,0.6787796396675291,5057.025408977177,408.2551384574068,0.6787796396675291
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,1656583.2112246603,73.00710364569079,437.4877276000043,20800,5,3313176.4224493206,3313216.135990649,,,,0.9532554133989168,0.2837747113429727,,,,0.9532554133989168,0.2837747113429727,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0004,4,MeanTimeseriesCausalInf,,,,0.9930186455557763,0.8188847764145178,,,,0.9930186455557763,0.8188847764145178,,,,,,,538872524,10000.0,1385.243918239708,0.018692336281819124,10000.0,1385.243918239708,0.018692336281819124,5217.388187826753,851.3315599536168,0.09546101053997298,5217.388187826753,851.3315599536168,0.09546101053997298
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,66068.18159299508,7.056122630985433,434.1462478999747,20800,5,132146.36318599017,132186.0767273186,,,,0.9521376092544753,1.0,,,,0.9521376092544753,1.0,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0005,5,MeanTimeseriesCausalInf,,,,0.9497804162412244,0.8866239453357985,,,,0.9497804162412244,0.8866239453357985,,,,,,,949616605,2577.2301698050605,643.1355214363781,0.545102977085696,2577.2301698050605,643.1355214363781,0.545102977085696,2590.6377489611805,651.4666125291495,0.46593819408475723,2590.6377489611805,651.4666125291495,0.46593819408475723
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,65974.11506831158,7.0311777686341435,299.48056070000166,20800,5,131958.23013662317,131997.9436779516,,,,0.9772578386508746,1.0,,,,0.9772578386508746,1.0,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0006,6,MeanTimeseriesCausalInf,,,,0.9773659303177027,0.9631403839871429,,,,0.9773659303177027,0.9631403839871429,,,,,,,1186586832,749.7792087820972,3880.1657764225747,0.20567689767650646,749.7792087820972,3880.1657764225747,0.20567689767650646,749.1903336058615,3878.180926208,0.19840295836878388,749.1903336058615,3878.180926208,0.19840295836878388
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,65902.78991567277,6.998203470047498,394.0048822000099,20800,5,131815.57983134553,131855.29337267397,,,,0.9653134447783295,0.7593744138061076,,,,0.9653134447783295,0.7593744138061076,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0007,7,MeanTimeseriesCausalInf,,,,0.9651010586578115,0.8554041585882033,,,,0.9651010586578115,0.8554041585882033,,,,,,,301188799,3180.1972838632933,3583.650608954277,0.08510441105387544,3180.1972838632933,3583.650608954277,0.08510441105387544,3195.9798508445588,3576.1492937843286,0.09565558774941292,3195.9798508445588,3576.1492937843286,0.09565558774941292
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,66160.06373125665,7.103507391997075,335.62119559998973,20800,5,132330.1274625133,132369.84100384175,,,,0.9593982330263873,0.40275036535229647,,,,0.9593982330263873,0.40275036535229647,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0008,8,MeanTimeseriesCausalInf,,,,0.9585817459503939,0.8891430903107945,,,,0.9585817459503939,0.8891430903107945,,,,,,,904202622,1832.747703008718,532.511198351822,0.1407020608349576,1832.747703008718,532.511198351822,0.1407020608349576,1889.526477346167,540.9853667904873,0.31109225644645205,1889.526477346167,540.9853667904873,0.31109225644645205
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,66031.49101011125,7.094835497043243,281.76864520000527,20800,5,132072.9820202225,132112.69556155094,,,,0.9667424002551344,0.7201059884926482,,,,0.9667424002551344,0.7201059884926482,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0009,9,MeanTimeseriesCausalInf,,,,0.9662146883260674,0.9581637900588834,,,,0.9662146883260674,0.9581637900588834,,,,,,,87354759,576.544182098206,434.42845410341357,0.24218481531405267,576.544182098206,434.42845410341357,0.24218481531405267,582.5291783492144,433.9144909891568,0.3214712252546346,582.5291783492144,433.9144909891568,0.3214712252546346
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,66104.4360144918,7.083885952349306,314.3373388000182,20800,5,132218.8720289836,132258.58557031205,,,,0.97227204931041,0.4721344821316244,,,,0.97227204931041,0.4721344821316244,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0010,10,MeanTimeseriesCausalInf,,,,0.9717345033940594,0.8803244363187007,,,,0.9717345033940594,0.8803244363187007,,,,,,,493108960,588.2382657338474,457.44723503651227,0.13389476510099318,588.2382657338474,457.44723503651227,0.13389476510099318,602.2598367406645,473.13862977872674,0.2550420097090933,602.2598367406645,473.13862977872674,0.2550420097090933
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,65819.83069821891,6.984274743245602,553.9331827999849,20800,5,131649.66139643782,131689.37493776626,,,,0.9510231685558812,1.0,,,,0.9510231685558812,1.0,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0011,11,MeanTimeseriesCausalInf,,,,0.9505264796740565,0.8719569649212126,,,,0.9505264796740565,0.8719569649212126,,,,,,,1297943594,8585.170785658242,451.21344477333173,0.17828303584318686,8585.170785658242,451.21344477333173,0.17828303584318686,8554.908731283824,454.4261374827012,0.1534372949288723,8554.908731283824,454.4261374827012,0.1534372949288723
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,65944.61385741738,7.066366183046184,434.238726200012,20800,5,131899.22771483476,131938.9412561632,,,,0.9878049787277756,0.9508890538232557,,,,0.9878049787277756,0.9508890538232557,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0012,12,MeanTimeseriesCausalInf,,,,0.9877984581398811,0.9792572416704862,,,,0.9877984581398811,0.9792572416704862,,,,,,,969713243,2814.7361181169354,376.9638725255314,0.11250342227773573,2814.7361181169354,376.9638725255314,0.11250342227773573,2816.225572908377,378.1793723804146,0.11599185242176183,2816.225572908377,378.1793723804146,0.11599185242176183
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,66120.79322891458,7.083327690152494,469.94084369999473,20800,5,132251.58645782917,132291.2999991576,,,,0.9650822925043668,0.9748721349719769,,,,0.9650822925043668,0.9748721349719769,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0013,13,MeanTimeseriesCausalInf,,,,0.9645733863875375,0.9785275535596226,,,,0.9645733863875375,0.9785275535596226,,,,,,,764422515,577.2028297433394,1240.5452846442588,0.1416660585856363,577.2028297433394,1240.5452846442588,0.1416660585856363,582.168422567603,1241.1669090005662,0.14040034843394916,582.168422567603,1241.1669090005662,0.14040034843394916
